url,inside
https://media3.s-nbcnews.com/j/newscms/2018_07/2326111/180212-donald-trump-se-530p_49903e4541188e17240b09e2c92b8fb6.nbcnews-fp-320-280.jpg,N_OK
https://www.nbcnews.com/feature/cold-case-spotlight/three-years-later-still-no-leads-case-19-year-old-n846481,OK
https://media1.s-nbcnews.com/j/newscms/2018_06/2317496/180207_jyoti_3973ddb84f0e968a139a1ee6c1c7d06e.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/msnbc/components/video/201802/bollinger.nbcnews-fp-320-280.jpg,N_OK
https://www.nbcnews.com/think,OK
https://www.nbcnews.com/news/nbcblk/black-history-month-ways-celebrate-black-excellence-n843296,OK
https://www.facebook.com/NBCNews,N_OK
https://www.nbcnews.com/politics/congress/senate-kicks-uncertain-debate-immigration-n847291,OK
https://www.nbcnews.com/feature/nbc-out/transgender-plaintiffs-sue-alabama-over-state-id-laws-n846431,OK
https://www.nbcnews.com/news/north-korea,OK
https://www.nbcnews.com/tips,OK
https://media3.s-nbcnews.com/j/newscms/2018_07/2325931/ss-180212-carnival-global-25_fc4bc22971c0be19d5bc81dd35a5b01b.nbcnews-fp-320-240.jpg,N_OK
https://www.msnbc.com/craig-melvin/watch/obama-portraits-unveiled-at-national-portrait-gallery-why-the-choices-matter-1159711299701,N_OK
http://msnbc.com/,N_OK
https://www.nbcnews.com/nightly-news/video/dozens-of-white-house-officials-lack-proper-security-clearance-source-says-1159994947740,OK
https://www.nbcnews.com/pop-culture/lifestyle,OK
https://media1.s-nbcnews.com/j/newscms/2018_07/2325746/jjtalk_c1b3f49608baa53dd6e867f86395a5fb.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/think/opinion/grey-s-anatomy-subverts-patriarchy-every-thursday-night-viewers-are-ncna846451,OK
https://www.nbcnews.com/news/asian-america/woman-s-family-fighting-make-it-easier-organ-donors-come-n846141,OK
https://www.nbcnews.com/health/mens-health,OK
https://www.nbcnews.com/news/investigations,OK
https://www.nbcnews.com/dateline,OK
https://www.nbcnews.com/business/personal-finance,OK
https://www.nbcnews.com/feature/nbc-out/drag-performers-take-alleged-racism-gay-nightclubs-n845676,OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2317476/180205-baltimore-cops-daniel-hersl-ac-408p_70dd7aaff292fd246bd7f2f37a5cacf4.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/health/health-news/ultrasounds-unlikely-cause-autism-study-finds-n847246,OK
https://www.nbcnews.com/health/diet-fitness,OK
https://www.nbcnews.com/feature/nbc-out,OK
https://www.nbcnews.com/video/barack-and-michelle-obama-have-official-portraits-unveiled-1159573571829,OK
https://twitter.com/intent/tweet?text=NBC%20News%20-%20Breaking%20News%20%26%20Top%20Stories%20-%20Latest%20World%2C%20US%20%26%20Local%20News&url=undefined&via=nbcnews,N_OK
https://www.nbcnews.com/storyline/puerto-rico-crisis/puerto-rico-s-latest-blackout-shows-island-s-fragility-five-n847311,OK
https://media1.s-nbcnews.com/j/msnbc/components/video/201802/nn_kda_purdue_oxycontin_180212_1518480778164.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/news/us-news/slain-colorado-woman-placed-craigslist-ad-hitman-kill-her-suspect-n847346,OK
https://media3.s-nbcnews.com/j/newscms/2017_46/2227941/171115-better-how-to-say-sorry-se-348p_bf7b5b2cd89cfe975f57e24259489047.nbcnews-fp-320-240.jpg,N_OK
https://www.youtube.com/watch?v=PnqDyUSq140,N_OK
https://media2.s-nbcnews.com/j/msnbc/components/video/201802/tdy_mk_home_contractor_180208_1920x1080.nbcnews-fp-320-240.jpg,N_OK
https://info.evidon.com/pub_info/1195?v=1,N_OK
https://www.nbcnews.com/tech/tech-news,OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2319856/180207-coamo-mc-1554_32b9bc3909a0c5e4a585242bfbfd2f2d.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/science,OK
https://media4.s-nbcnews.com/j/newscms/2018_05/2288721/180110-marvel-black-panther-ew-655p_1c931b27fe8380c2a7b696a952e666de.nbcnews-fp-320-240.jpg,N_OK
https://nbc.com/,N_OK
https://www.nbcnews.com/feature/nbc-out/world-first-bermuda-repeals-same-sex-marriage-legislation-n845766,OK
https://www.facebook.com/sharer/sharer.php?u=undefined,N_OK
https://www.youtube.com/watch?feature=youtu.be&v=dO09aMGMizM,N_OK
https://media2.s-nbcnews.com/j/msnbc/components/video/201802/smithsonian_obama_portraits_unveiled_head_on_rem-174h__180212-d107.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/feature/missing-in-america/texas-man-chris-sanders-vanishes-while-walk-near-his-home-n847296,OK
https://nodeassets.nbcnews.com/cdnassets/projects/today-logo-site-nav.png,N_OK
https://www.nbcnews.com/storyline/puerto-rico-crisis,OK
https://www.nbcnews.com/video,OK
https://media1.s-nbcnews.com/j/newscms/2018_06/2323846/180209-rachel-brand-2017-ac-858p_b09782e333d782ab20e98c59b84793cf.nbcnews-fp-320-280.jpg,N_OK
https://media4.s-nbcnews.com/j/newscms/2018_06/2323716/180209-trump-campaign-2016-ew-650p_7a567e32c9e75c5d6d629325d282f69d.nbcnews-fp-480-320.jpg,N_OK
https://www.nbcnews.com/storyline/sexual-misconduct,OK
https://www.nbcnews.com/storyline/harvey-weinstein-scandal,OK
https://media4.s-nbcnews.com/j/newscms/2018_07/2325586/180212-facebook-se-1126a_a4df50b8b3836771b1a0f0803bbc35e8.nbcnews-fp-320-240.jpg,N_OK
https://media4.s-nbcnews.com/j/newscms/2018_07/2326221/180212-kim-jong-un-se-647p_ed2ce8beab6df3faec7a0da9fafc600b.nbcnews-fp-320-240.jpg,N_OK
